Epoch,loss,accuracy,val_loss,val_accuracy,time,optimization,batch_size,learning_rate,VGG
6,2.303725004196167,0.0970476195216178,2.303358793258667,0.1026249974966049,179.99542331695557,Adam,16,0.005,1
7,2.3035366535186768,0.1004761904478073,2.303560972213745,0.0976250022649765,179.99542331695557,Adam,16,0.005,1
8,2.303656816482544,0.097261905670166,2.3034253120422363,0.0976250022649765,179.99542331695557,Adam,16,0.005,1
9,2.303817749023437,0.0963571444153785,2.302964687347412,0.098750002682209,179.99542331695557,Adam,16,0.005,1
10,2.303534507751465,0.0988571420311927,2.3043100833892822,0.0993750020861625,179.99542331695557,Adam,16,0.005,1
11,2.303555011749268,0.1006428599357605,2.303236722946167,0.1012500002980232,179.99542331695557,Adam,16,0.005,1
12,2.3035738468170166,0.0993809551000595,2.303257703781128,0.1026249974966049,179.99542331695557,Adam,16,0.005,1
13,2.303687572479248,0.1006666645407676,2.3039581775665283,0.098750002682209,179.99542331695557,Adam,16,0.005,1
14,2.3036141395568848,0.0981666669249534,2.304350614547729,0.0992500036954879,179.99542331695557,Adam,16,0.005,1
1,2.3036484718322754,0.0989999994635582,2.302589178085327,0.1028750017285347,79.39436888694763,Adam,16,0.001,1
2,2.302895784378052,0.0986190512776374,2.3028736114501958,0.098750002682209,79.39436888694763,Adam,16,0.001,1
3,2.3028905391693115,0.0970000028610229,2.302764654159546,0.0976250022649765,79.39436888694763,Adam,16,0.001,1
4,2.3028337955474854,0.0995952412486076,2.3026013374328613,0.0993750020861625,79.39436888694763,Adam,16,0.001,1
5,2.3028228282928467,0.0982857123017311,2.302775859832764,0.098750002682209,79.39436888694763,Adam,16,0.001,1
6,2.3028523921966557,0.0983809530735015,2.302743911743164,0.0976250022649765,79.39436888694763,Adam,16,0.001,1
1,1.7890844345092771,0.3484523892402649,1.5104295015335083,0.461124986410141,171.04081225395203,SGD,16,0.05,1
2,1.441955804824829,0.4831428527832031,1.2503199577331543,0.5588750243186951,171.04081225395203,SGD,16,0.05,1
3,1.2814621925354004,0.5418333411216736,1.1222801208496094,0.597000002861023,171.04081225395203,SGD,16,0.05,1
4,1.1653740406036377,0.5880476236343384,1.0355654954910278,0.640749990940094,171.04081225395203,SGD,16,0.05,1
5,1.0787492990493774,0.6178571581840515,0.9998270273208618,0.6498749852180481,171.04081225395203,SGD,16,0.05,1
6,1.0219699144363403,0.6381190419197083,0.973312258720398,0.659375011920929,171.04081225395203,SGD,16,0.05,1
7,0.9612942934036256,0.6585000157356262,0.966157615184784,0.6671249866485596,171.04081225395203,SGD,16,0.05,1
8,0.9180617332458496,0.6721190214157104,0.9806799292564392,0.6604999899864197,171.04081225395203,SGD,16,0.05,1
9,0.8799533247947693,0.68878573179245,0.9547372460365297,0.6704999804496765,171.04081225395203,SGD,16,0.05,1
10,0.8520039916038513,0.698023796081543,0.9587492346763612,0.6673750281333923,171.04081225395203,SGD,16,0.05,1
11,0.8046290874481201,0.7130237817764282,1.0161688327789309,0.6528750061988831,171.04081225395203,SGD,16,0.05,1
12,0.7885805368423462,0.7175952196121216,0.981730341911316,0.6708750128746033,171.04081225395203,SGD,16,0.05,1
13,0.7675340175628662,0.7277619242668152,0.9652317762374878,0.6769999861717224,171.04081225395203,SGD,16,0.05,1
14,0.7409299612045288,0.7367857098579407,0.9725376963615416,0.6817499995231628,171.04081225395203,SGD,16,0.05,1
1,1.8366601467132568,0.3350714147090912,1.4936696290969849,0.4481250047683716,206.3906466960907,SGD,16,0.025,1
2,1.4774808883666992,0.4672619104385376,1.3144891262054443,0.5295000076293945,206.3906466960907,SGD,16,0.025,1
3,1.3195946216583252,0.5277618765830994,1.1873574256896973,0.5897499918937683,206.3906466960907,SGD,16,0.025,1
4,1.1933728456497192,0.5719761848449707,1.0444645881652832,0.6263750195503235,206.3906466960907,SGD,16,0.025,1
5,1.0985900163650513,0.6108333468437195,1.0584824085235596,0.6256250143051147,206.3906466960907,SGD,16,0.025,1
6,1.029660940170288,0.6352618932723999,0.987007975578308,0.6543750166893005,206.3906466960907,SGD,16,0.025,1
7,0.9708362221717834,0.6546666622161865,0.9801062941551208,0.6664999723434448,206.3906466960907,SGD,16,0.025,1
8,0.9230312705039978,0.6705238223075867,0.9224044680595398,0.6754999756813049,206.3906466960907,SGD,16,0.025,1
9,0.8763409852981567,0.6867380738258362,0.9267618656158448,0.6826249957084656,206.3906466960907,SGD,16,0.025,1
10,0.8341423273086548,0.699833333492279,0.9153732657432556,0.6856250166893005,206.3906466960907,SGD,16,0.025,1
11,0.8039318919181824,0.7131190299987793,0.9431350231170654,0.6767500042915344,206.3906466960907,SGD,16,0.025,1
12,0.7621121406555176,0.7265714406967163,0.9005699753761292,0.6951249837875366,206.3906466960907,SGD,16,0.025,1
13,0.7342538833618164,0.7360952496528625,0.9220699667930604,0.6921250224113464,206.3906466960907,SGD,16,0.025,1
14,0.7075686454772949,0.7447142601013184,0.9474690556526184,0.6866250038146973,206.3906466960907,SGD,16,0.025,1
15,0.6743170022964478,0.757190465927124,0.9187809824943542,0.6988750100135803,206.3906466960907,SGD,16,0.025,1
16,0.6471058130264282,0.7643333077430725,0.9420112371444702,0.6946250200271606,206.3906466960907,SGD,16,0.025,1
17,0.6229676604270935,0.7724999785423279,0.9511395692825316,0.6898750066757202,206.3906466960907,SGD,16,0.025,1
1,2.006561279296875,0.273499995470047,1.7407171726226809,0.3943749964237213,485.9753477573395,SGD,16,0.005,1
2,1.71770977973938,0.3843333423137665,1.568831205368042,0.4383749961853027,485.9753477573395,SGD,16,0.005,1
3,1.5771629810333252,0.4322619140148163,1.5232692956924438,0.4613749980926513,485.9753477573395,SGD,16,0.005,1
4,1.4736307859420776,0.4694047570228576,1.3598531484603882,0.5087500214576721,485.9753477573395,SGD,16,0.005,1
5,1.3918776512145996,0.5021666884422302,1.2759724855422974,0.546750009059906,485.9753477573395,SGD,16,0.005,1
6,1.338603377342224,0.5255237817764282,1.2377339601516724,0.5667499899864197,485.9753477573395,SGD,16,0.005,1
7,1.28265643119812,0.5439524054527283,1.193310022354126,0.5773749947547913,485.9753477573395,SGD,16,0.005,1
8,1.236830472946167,0.5620714426040649,1.1559492349624634,0.590499997138977,485.9753477573395,SGD,16,0.005,1
9,1.1961126327514648,0.574571430683136,1.1375269889831543,0.5945000052452087,485.9753477573395,SGD,16,0.005,1
10,1.1593732833862305,0.5879762172698975,1.0944485664367676,0.6107500195503235,485.9753477573395,SGD,16,0.005,1
11,1.1251800060272217,0.6000000238418579,1.1012358665466309,0.6079999804496765,485.9753477573395,SGD,16,0.005,1
12,1.0941601991653442,0.6136904954910278,1.0539990663528442,0.6294999718666077,485.9753477573395,SGD,16,0.005,1
13,1.063852071762085,0.6192619204521179,1.0348830223083496,0.6340000033378601,485.9753477573395,SGD,16,0.005,1
14,1.0296801328659058,0.6342856884002686,1.0068113803863523,0.6456249952316284,485.9753477573395,SGD,16,0.005,1
15,1.0036616325378418,0.6432142853736877,1.0059270858764648,0.6468750238418579,485.9753477573395,SGD,16,0.005,1
16,0.973463237285614,0.6557142734527588,0.9680399298667908,0.6568750143051147,485.9753477573395,SGD,16,0.005,1
17,0.9551910161972046,0.6590238213539124,0.9614909291267396,0.6583750247955322,485.9753477573395,SGD,16,0.005,1
18,0.9300144910812378,0.6690714359283447,0.9448584318161012,0.6698750257492065,485.9753477573395,SGD,16,0.005,1
19,0.9094105362892152,0.67852383852005,0.9451912641525269,0.6657500267028809,485.9753477573395,SGD,16,0.005,1
20,0.8833814859390259,0.6862618923187256,0.9323934316635132,0.6713749766349792,485.9753477573395,SGD,16,0.005,1
21,0.8638347387313843,0.6905476450920105,0.9209580421447754,0.6777499914169312,485.9753477573395,SGD,16,0.005,1
22,0.8410823345184326,0.7000952363014221,0.9231738448143004,0.6787499785423279,485.9753477573395,SGD,16,0.005,1
23,0.8193483352661133,0.7068571448326111,0.9224202036857604,0.6806250214576721,485.9753477573395,SGD,16,0.005,1
24,0.8057880401611328,0.7143809795379639,0.9140620827674866,0.6826249957084656,485.9753477573395,SGD,16,0.005,1
25,0.7842921614646912,0.7171666622161865,0.9087849259376526,0.6861249804496765,485.9753477573395,SGD,16,0.005,1
26,0.7664719223976135,0.725761890411377,0.8997020125389099,0.6888750195503235,485.9753477573395,SGD,16,0.005,1
27,0.750165581703186,0.7314047813415527,0.8945876359939575,0.6909999847412109,485.9753477573395,SGD,16,0.005,1
28,0.7361903190612793,0.7372857332229614,0.9022026658058168,0.6901249885559082,485.9753477573395,SGD,16,0.005,1
29,0.714811384677887,0.7427142858505249,0.8970882296562195,0.6942499876022339,485.9753477573395,SGD,16,0.005,1
30,0.7007626295089722,0.750166654586792,0.8921661376953125,0.6945000290870667,485.9753477573395,SGD,16,0.005,1
31,0.6836327910423279,0.752047598361969,0.9127771258354188,0.6880000233650208,485.9753477573395,SGD,16,0.005,1
32,0.6641845107078552,0.7594761848449707,0.8959437012672424,0.6942499876022339,485.9753477573395,SGD,16,0.005,1
33,0.6568620204925537,0.7616904973983765,0.8925983309745789,0.6959999799728394,485.9753477573395,SGD,16,0.005,1
34,0.6393593549728394,0.7684285640716553,0.9092679619789124,0.6947500109672546,485.9753477573395,SGD,16,0.005,1
35,0.6268818974494934,0.7745476365089417,0.8853493332862854,0.703499972820282,485.9753477573395,SGD,16,0.005,1
36,0.6211339831352234,0.7734285593032837,0.8940133452415466,0.6997500061988831,485.9753477573395,SGD,16,0.005,1
37,0.6002951264381409,0.779880940914154,0.9042983055114746,0.6932500004768372,485.9753477573395,SGD,16,0.005,1
38,0.5911409258842468,0.7840238213539124,0.920520842075348,0.6973749995231628,485.9753477573395,SGD,16,0.005,1
39,0.5814598798751831,0.7866904735565186,0.9109401106834412,0.6982499957084656,485.9753477573395,SGD,16,0.005,1
40,0.5652331709861755,0.7929285764694214,0.9185221195220948,0.7045000195503235,485.9753477573395,SGD,16,0.005,1
1,2.203012466430664,0.1821190416812896,2.024970769882202,0.312624990940094,623.5976090431213,SGD,16,0.001,1
2,2.014757871627808,0.2687619030475616,1.8909497261047363,0.3538750112056732,623.5976090431213,SGD,16,0.001,1
3,1.9191365242004397,0.3110714256763458,1.8084808588027956,0.379624992609024,623.5976090431213,SGD,16,0.001,1
4,1.8467391729354856,0.3421904742717743,1.7468376159667969,0.3966250121593475,623.5976090431213,SGD,16,0.001,1
5,1.800806164741516,0.3603333234786987,1.6979897022247314,0.4122500121593475,623.5976090431213,SGD,16,0.001,1
6,1.7561142444610596,0.3774761855602264,1.658755898475647,0.4247500002384186,623.5976090431213,SGD,16,0.001,1
7,1.7154054641723633,0.3955000042915344,1.6134693622589111,0.4387499988079071,623.5976090431213,SGD,16,0.001,1
8,1.676616668701172,0.4045714139938354,1.583157658576965,0.4460000097751617,623.5976090431213,SGD,16,0.001,1
9,1.632509469985962,0.4213571548461914,1.5371015071868896,0.4606249928474426,623.5976090431213,SGD,16,0.001,1
10,1.5931236743927002,0.4345952272415161,1.507457256317139,0.4729999899864197,623.5976090431213,SGD,16,0.001,1
11,1.5580081939697266,0.4454047679901123,1.4733774662017822,0.4856249988079071,623.5976090431213,SGD,16,0.001,1
12,1.522600173950195,0.4558809399604797,1.4258233308792114,0.4948750138282776,623.5976090431213,SGD,16,0.001,1
13,1.489031195640564,0.4679285585880279,1.3955076932907104,0.5055000185966492,623.5976090431213,SGD,16,0.001,1
14,1.463213562965393,0.476666659116745,1.3662753105163574,0.5174999833106995,623.5976090431213,SGD,16,0.001,1
15,1.4385395050048828,0.484976202249527,1.3489795923233032,0.5261250138282776,623.5976090431213,SGD,16,0.001,1
16,1.413822889328003,0.4959523677825928,1.320085048675537,0.5350000262260437,623.5976090431213,SGD,16,0.001,1
17,1.396984338760376,0.5035238265991211,1.3145562410354614,0.5382500290870667,623.5976090431213,SGD,16,0.001,1
18,1.3754024505615234,0.5109999775886536,1.302864909172058,0.5397499799728394,623.5976090431213,SGD,16,0.001,1
19,1.3573315143585205,0.5172380805015564,1.2754696607589722,0.5456249713897705,623.5976090431213,SGD,16,0.001,1
20,1.3439548015594482,0.5214285850524902,1.2663285732269287,0.5562499761581421,623.5976090431213,SGD,16,0.001,1
21,1.326642990112305,0.5285238027572632,1.2541042566299438,0.5552499890327454,623.5976090431213,SGD,16,0.001,1
22,1.3123918771743774,0.5336428284645081,1.2309072017669678,0.5647500157356262,623.5976090431213,SGD,16,0.001,1
23,1.2952665090560913,0.536309540271759,1.225797414779663,0.5671250224113464,623.5976090431213,SGD,16,0.001,1
24,1.285476803779602,0.5433333516120911,1.2120414972305298,0.5741249918937683,623.5976090431213,SGD,16,0.001,1
25,1.2646414041519165,0.5503809452056885,1.194096565246582,0.5773749947547913,623.5976090431213,SGD,16,0.001,1
26,1.252150535583496,0.553928554058075,1.1826356649398804,0.5872499942779541,623.5976090431213,SGD,16,0.001,1
27,1.240681290626526,0.5575476288795471,1.1721844673156738,0.5903750061988831,623.5976090431213,SGD,16,0.001,1
28,1.2230658531188965,0.5665476322174072,1.1656701564788818,0.5932499766349792,623.5976090431213,SGD,16,0.001,1
29,1.2135026454925537,0.5714285969734192,1.149623155593872,0.5982499718666077,623.5976090431213,SGD,16,0.001,1
30,1.199512243270874,0.575166642665863,1.1368005275726318,0.6068750023841858,623.5976090431213,SGD,16,0.001,1
31,1.183621883392334,0.581333339214325,1.1283479928970337,0.6029999852180481,623.5976090431213,SGD,16,0.001,1
32,1.175398588180542,0.5835952162742615,1.118859052658081,0.6083750128746033,623.5976090431213,SGD,16,0.001,1
33,1.1676219701766968,0.5860952138900757,1.106922268867493,0.6121249794960022,623.5976090431213,SGD,16,0.001,1
34,1.153504490852356,0.5895237922668457,1.0947405099868774,0.6153749823570251,623.5976090431213,SGD,16,0.001,1
35,1.1471346616744995,0.5923333168029785,1.0868946313858032,0.6168749928474426,623.5976090431213,SGD,16,0.001,1
36,1.1332379579544067,0.5953333377838135,1.0837171077728271,0.6179999709129333,623.5976090431213,SGD,16,0.001,1
37,1.1250324249267578,0.6006428599357605,1.0718886852264404,0.6263750195503235,623.5976090431213,SGD,16,0.001,1
38,1.1127530336380005,0.6071190237998962,1.0641226768493652,0.6256250143051147,623.5976090431213,SGD,16,0.001,1
39,1.1044330596923828,0.6084523797035217,1.063068151473999,0.625124990940094,623.5976090431213,SGD,16,0.001,1
40,1.0891053676605225,0.6161190271377563,1.0631916522979736,0.6286249756813049,623.5976090431213,SGD,16,0.001,1
41,1.0838820934295654,0.6160714030265808,1.0428745746612549,0.6361250281333923,623.5976090431213,SGD,16,0.001,1
42,1.0793521404266355,0.618238091468811,1.044811129570007,0.6340000033378601,623.5976090431213,SGD,16,0.001,1
43,1.0636640787124634,0.6209762096405029,1.0414626598358154,0.6348749995231628,623.5976090431213,SGD,16,0.001,1
44,1.0587844848632812,0.6245952248573303,1.0375113487243652,0.6380000114440918,623.5976090431213,SGD,16,0.001,1
45,1.049597144126892,0.6281190514564514,1.018860101699829,0.6456249952316284,623.5976090431213,SGD,16,0.001,1
46,1.0426973104476929,0.6308809518814087,1.01554536819458,0.643625020980835,623.5976090431213,SGD,16,0.001,1
47,1.032446265220642,0.6372619271278381,1.0123347043991089,0.6452500224113464,623.5976090431213,SGD,16,0.001,1
48,1.026768684387207,0.638952374458313,1.0150556564331057,0.6499999761581421,623.5976090431213,SGD,16,0.001,1
49,1.0165691375732422,0.6418571472167969,1.0057753324508667,0.6460000276565552,623.5976090431213,SGD,16,0.001,1
50,1.0117284059524536,0.638452410697937,0.9935541749000548,0.6533750295639038,623.5976090431213,SGD,16,0.001,1
1,30.551422119140625,0.0985714271664619,2.3156328201293945,0.0981250032782554,193.8508791923523,RMSProp,16,0.05,1
2,2.311941385269165,0.0991666689515113,2.309403657913208,0.1028750017285347,193.8508791923523,RMSProp,16,0.05,1
3,2.311906576156616,0.0976190492510795,2.3092639446258545,0.1028750017285347,193.8508791923523,RMSProp,16,0.05,1
4,2.312086582183838,0.1011428534984588,2.3100597858428955,0.1026249974966049,193.8508791923523,RMSProp,16,0.05,1
5,2.312273979187012,0.1006904765963554,2.3123857975006104,0.0993750020861625,193.8508791923523,RMSProp,16,0.05,1
6,2.311753988265991,0.1017857119441032,2.313154458999634,0.0993750020861625,193.8508791923523,RMSProp,16,0.05,1
7,2.3121449947357178,0.0995714291930198,2.3092026710510254,0.0992500036954879,193.8508791923523,RMSProp,16,0.05,1
8,2.311727523803711,0.0995476171374321,2.315317153930664,0.1026249974966049,193.8508791923523,RMSProp,16,0.05,1
9,2.3120641708374023,0.0999285727739334,2.3074193000793457,0.1012500002980232,193.8508791923523,RMSProp,16,0.05,1
10,2.3119375705718994,0.1024047583341598,2.308309555053711,0.0981250032782554,193.8508791923523,RMSProp,16,0.05,1
11,2.31168794631958,0.0991666689515113,2.323407888412476,0.1012500002980232,193.8508791923523,RMSProp,16,0.05,1
12,2.3121542930603027,0.0989761874079704,2.308262586593628,0.0976250022649765,193.8508791923523,RMSProp,16,0.05,1
13,2.311969995498657,0.1007142886519432,2.3120779991149902,0.0992500036954879,193.8508791923523,RMSProp,16,0.05,1
14,2.311953067779541,0.0996904745697975,2.3098063468933105,0.1028750017285347,193.8508791923523,RMSProp,16,0.05,1
1,3.391371965408325,0.1003809496760368,2.3067052364349365,0.0976250022649765,125.79812216758728,RMSProp,16,0.025,1
2,2.349722146987915,0.1013809517025947,2.310462236404419,0.1012500002980232,125.79812216758728,RMSProp,16,0.025,1
3,2.3074381351470947,0.0984523817896843,2.308675765991211,0.0976250022649765,125.79812216758728,RMSProp,16,0.025,1
4,2.307057380676269,0.1011428534984588,2.305201768875122,0.1012500002980232,125.79812216758728,RMSProp,16,0.025,1
5,2.30745267868042,0.0998809486627578,2.3075523376464844,0.098750002682209,125.79812216758728,RMSProp,16,0.025,1
6,2.307251214981079,0.1026666685938835,2.3060085773468018,0.0993750020861625,125.79812216758728,RMSProp,16,0.025,1
7,2.306720495223999,0.102261908352375,2.309443473815918,0.0981250032782554,125.79812216758728,RMSProp,16,0.025,1
8,2.306933879852295,0.102071426808834,2.308601856231689,0.1018749997019767,125.79812216758728,RMSProp,16,0.025,1
9,2.307828426361084,0.0981904789805412,2.306497812271118,0.0976250022649765,125.79812216758728,RMSProp,16,0.025,1
1,1.90717351436615,0.326547622680664,1.6256502866744995,0.4286249876022339,86.2922203540802,RMSProp,16,0.005,1
2,1.837531566619873,0.3641904890537262,1.7584396600723269,0.37950000166893,86.2922203540802,RMSProp,16,0.005,1
3,1.9173539876937864,0.3351666629314422,1.780308961868286,0.3667500019073486,86.2922203540802,RMSProp,16,0.005,1
4,2.0003159046173096,0.2974523901939392,1.9227339029312132,0.3378750085830688,86.2922203540802,RMSProp,16,0.005,1
5,2.025343656539917,0.2838809490203857,1.8479429483413696,0.3231250047683716,86.2922203540802,RMSProp,16,0.005,1
6,2.0712265968322754,0.2610714137554168,2.0595037937164307,0.2395000010728836,86.2922203540802,RMSProp,16,0.005,1
1,1.5909769535064695,0.4299761950969696,1.327594757080078,0.5493749976158142,112.5974578857422,RMSProp,16,0.001,1
2,1.345662236213684,0.5364285707473755,1.2054661512374878,0.5856249928474426,112.5974578857422,RMSProp,16,0.001,1
3,1.3150032758712769,0.5572618842124939,1.1479732990264893,0.6085000038146973,112.5974578857422,RMSProp,16,0.001,1
4,1.3257700204849243,0.5564047694206238,1.2163097858428955,0.5951250195503235,112.5974578857422,RMSProp,16,0.001,1
5,1.3632444143295288,0.5499761700630188,1.2202657461166382,0.593500018119812,112.5974578857422,RMSProp,16,0.001,1
6,1.389251708984375,0.5483571290969849,1.3324120044708252,0.5619999766349792,112.5974578857422,RMSProp,16,0.001,1
7,1.463147759437561,0.5263333320617676,1.4360793828964231,0.5208749771118164,112.5974578857422,RMSProp,16,0.001,1
8,1.509985089302063,0.5109285712242126,1.306308388710022,0.5808749794960022,112.5974578857422,RMSProp,16,0.001,1
1,27.276885986328125,0.1002142876386642,2.3100948333740234,0.0993750020861625,69.75674748420715,Adam,32,0.05,1
2,2.3090081214904785,0.102261908352375,2.3070173263549805,0.1012500002980232,69.75674748420715,Adam,32,0.05,1
3,2.309473752975464,0.0995000004768371,2.3080763816833496,0.1026249974966049,69.75674748420715,Adam,32,0.05,1
4,2.309381484985352,0.0993571430444717,2.306856870651245,0.0981250032782554,69.75674748420715,Adam,32,0.05,1
5,2.3086729049682617,0.1035714298486709,2.311710834503174,0.1026249974966049,69.75674748420715,Adam,32,0.05,1
6,2.3095529079437256,0.0983809530735015,2.311649799346924,0.1028750017285347,69.75674748420715,Adam,32,0.05,1
7,2.3087971210479736,0.1005238071084022,2.309213161468506,0.1026249974966049,69.75674748420715,Adam,32,0.05,1
8,2.308835744857788,0.1022380962967872,2.306870937347412,0.0992500036954879,69.75674748420715,Adam,32,0.05,1
9,2.309012651443481,0.0989285707473754,2.3107924461364746,0.098750002682209,69.75674748420715,Adam,32,0.05,1
1,6.161087989807129,0.0985714271664619,2.3061585426330566,0.0981250032782554,116.06401348114014,Adam,32,0.025,1
2,2.306509017944336,0.0995952412486076,2.304612159729004,0.1028750017285347,116.06401348114014,Adam,32,0.025,1
3,2.3058784008026123,0.100500002503395,2.304856777191162,0.1012500002980232,116.06401348114014,Adam,32,0.025,1
4,2.305895566940308,0.098523810505867,2.307333946228028,0.0992500036954879,116.06401348114014,Adam,32,0.025,1
5,2.3060131072998047,0.0981904789805412,2.3046088218688965,0.0981250032782554,116.06401348114014,Adam,32,0.025,1
6,2.3058454990386963,0.1002619042992591,2.304205179214477,0.09825000166893,116.06401348114014,Adam,32,0.025,1
7,2.305936574935913,0.0988809540867805,2.305814504623413,0.1026249974966049,116.06401348114014,Adam,32,0.025,1
8,2.306267738342285,0.0985476225614547,2.3044261932373047,0.098750002682209,116.06401348114014,Adam,32,0.025,1
9,2.3059840202331543,0.0989047586917877,2.30387282371521,0.0981250032782554,116.06401348114014,Adam,32,0.025,1
10,2.305903911590576,0.100047618150711,2.302807331085205,0.1018749997019767,116.06401348114014,Adam,32,0.025,1
11,2.3061652183532715,0.0996904745697975,2.3086354732513428,0.0976250022649765,116.06401348114014,Adam,32,0.025,1
12,2.306234836578369,0.1000000014901161,2.3045098781585693,0.0992500036954879,116.06401348114014,Adam,32,0.025,1
13,2.305527925491333,0.1018333360552787,2.3070685863494877,0.0993750020861625,116.06401348114014,Adam,32,0.025,1
14,2.3058032989501958,0.1012619063258171,2.30443811416626,0.1018749997019767,116.06401348114014,Adam,32,0.025,1
15,2.305976152420044,0.097214289009571,2.3076319694519043,0.098750002682209,116.06401348114014,Adam,32,0.025,1
1,2.3220913410186768,0.1011666655540466,2.3032615184783936,0.1012500002980232,92.9233422279358,Adam,32,0.005,1
2,2.3033950328826904,0.0995000004768371,2.303251266479492,0.09825000166893,92.9233422279358,Adam,32,0.005,1
3,2.303351402282715,0.1013571396470069,2.30316162109375,0.0992500036954879,92.9233422279358,Adam,32,0.005,1
4,2.303450584411621,0.0984285697340965,2.303180932998657,0.0993750020861625,92.9233422279358,Adam,32,0.005,1
5,2.303199529647827,0.0989761874079704,2.30405855178833,0.0976250022649765,92.9233422279358,Adam,32,0.005,1
6,2.303279161453247,0.1002380922436714,2.303455352783203,0.0992500036954879,92.9233422279358,Adam,32,0.005,1
7,2.303291320800781,0.0990476161241531,2.3029675483703613,0.0981250032782554,92.9233422279358,Adam,32,0.005,1
8,2.3033347129821777,0.0998095273971557,2.303250551223755,0.098750002682209,92.9233422279358,Adam,32,0.005,1
9,2.3032820224761963,0.0984285697340965,2.303808212280273,0.09825000166893,92.9233422279358,Adam,32,0.005,1
10,2.303430557250977,0.0996190458536148,2.303819179534912,0.0993750020861625,92.9233422279358,Adam,32,0.005,1
11,2.303440570831299,0.0995476171374321,2.3037827014923096,0.0981250032782554,92.9233422279358,Adam,32,0.005,1
12,2.303269624710083,0.1005238071084022,2.303105354309082,0.1012500002980232,92.9233422279358,Adam,32,0.005,1
1,1.900367021560669,0.3083333373069763,1.6303972005844116,0.4092499911785126,395.6728136539459,Adam,32,0.001,1
2,1.669945478439331,0.3903333246707916,1.5530911684036257,0.437375009059906,395.6728136539459,Adam,32,0.001,1
3,1.6079227924346924,0.4106190502643585,1.515467882156372,0.4442499876022339,395.6728136539459,Adam,32,0.001,1
4,1.57068133354187,0.4267380833625793,1.4730616807937622,0.4623749852180481,395.6728136539459,Adam,32,0.001,1
5,1.5443073511123655,0.433261901140213,1.4625471830368042,0.4618749916553497,395.6728136539459,Adam,32,0.001,1
6,1.5264166593551636,0.4431190490722656,1.428459882736206,0.4818750023841858,395.6728136539459,Adam,32,0.001,1
7,1.5085986852645874,0.4487380981445312,1.4419325590133667,0.476375013589859,395.6728136539459,Adam,32,0.001,1
8,1.4909765720367432,0.4538809657096863,1.4341630935668943,0.4768750071525574,395.6728136539459,Adam,32,0.001,1
9,1.47869610786438,0.4597856998443603,1.4032970666885376,0.4901250004768371,395.6728136539459,Adam,32,0.001,1
10,1.4631247520446775,0.4663571417331695,1.402221918106079,0.4956249892711639,395.6728136539459,Adam,32,0.001,1
11,1.450127124786377,0.4727618992328644,1.3728394508361816,0.4964999854564667,395.6728136539459,Adam,32,0.001,1
12,1.4421888589859009,0.473333328962326,1.3690325021743774,0.5026249885559082,395.6728136539459,Adam,32,0.001,1
13,1.4307597875595093,0.477571427822113,1.3997037410736084,0.4973750114440918,395.6728136539459,Adam,32,0.001,1
14,1.4161221981048584,0.4834047555923462,1.3531622886657717,0.5170000195503235,395.6728136539459,Adam,32,0.001,1
